"subject","version","assignmentId","cond","practice","prompt","choice","modality","correct","rt","trial","stamp","id"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","wedding","-1","ought","-1","-1","0","2018-01-10 16:10:58","13146"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","helicopter","1","ought","-1","811","1","2018-01-10 16:11:00","13147"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","keyboard","-1","ought","-1","-1","2","2018-01-10 16:11:02","13148"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","basket","1","ought","-1","538","3","2018-01-10 16:11:03","13149"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","machine","0","ought","-1","455","4","2018-01-10 16:11:05","13150"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","traffic","1","ought","-1","449","5","2018-01-10 16:11:06","13151"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","chocolate","-1","ought","-1","-1","6","2018-01-10 16:11:08","13152"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","military","0","ought","-1","92","7","2018-01-10 16:11:09","13153"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","doorway","1","ought","-1","679","8","2018-01-10 16:11:11","13154"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","bookshelf","0","ought","-1","466","9","2018-01-10 16:11:12","13155"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","elephant","0","ought","-1","603","10","2018-01-10 16:11:14","13156"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","ladder","1","ought","-1","653","11","2018-01-10 16:11:16","13157"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","sunlight","-1","ought","-1","-1","12","2018-01-10 16:11:18","13158"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","whisper","0","ought","-1","562","13","2018-01-10 16:11:19","13159"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","mountain","0","ought","-1","402","14","2018-01-10 16:11:21","13160"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","football","0","ought","-1","284","15","2018-01-10 16:11:22","13161"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","umbrella","0","ought","-1","915","16","2018-01-10 16:11:24","13162"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","stomach","1","ought","-1","544","17","2018-01-10 16:11:25","13163"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","community","1","ought","-1","540","18","2018-01-10 16:11:27","13164"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","fortune","0","ought","-1","574","19","2018-01-10 16:11:28","13165"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","structure","1","ought","-1","722","20","2018-01-10 16:11:30","13166"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","community","1","should","-1","466","0","2018-01-10 16:11:32","13167"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","sunlight","0","should","-1","605","1","2018-01-10 16:11:33","13168"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","keyboard","1","should","-1","827","2","2018-01-10 16:11:35","13169"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","helicopter","0","should","-1","737","3","2018-01-10 16:11:37","13170"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","traffic","0","should","-1","605","4","2018-01-10 16:11:38","13171"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","chocolate","0","should","-1","454","5","2018-01-10 16:11:40","13172"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","machine","1","should","-1","818","6","2018-01-10 16:11:42","13173"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","umbrella","0","should","-1","403","7","2018-01-10 16:11:43","13174"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","doorway","0","should","-1","418","8","2018-01-10 16:11:45","13175"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","military","0","should","-1","758","9","2018-01-10 16:11:46","13176"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","basket","0","should","-1","390","10","2018-01-10 16:11:48","13177"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","elephant","0","should","-1","397","11","2018-01-10 16:11:49","13178"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","whisper","0","should","-1","333","12","2018-01-10 16:11:50","13179"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","football","0","should","-1","349","13","2018-01-10 16:11:52","13180"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","mountain","0","should","-1","732","14","2018-01-10 16:11:54","13181"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","wedding","0","should","-1","947","15","2018-01-10 16:11:55","13182"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","fortune","0","should","-1","506","16","2018-01-10 16:11:57","13183"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","structure","0","should","-1","412","17","2018-01-10 16:11:58","13184"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","bookshelf","-1","should","-1","-1","18","2018-01-10 16:12:00","13185"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","ladder","0","should","-1","747","19","2018-01-10 16:12:02","13186"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","stomach","1","should","-1","612","20","2018-01-10 16:12:04","13187"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","ladder","0","possible","-1","485","0","2018-01-10 16:12:06","13188"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","stomach","1","possible","-1","434","1","2018-01-10 16:12:07","13189"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","chocolate","0","possible","-1","550","2","2018-01-10 16:12:08","13190"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","machine","1","possible","-1","411","3","2018-01-10 16:12:10","13191"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","helicopter","0","possible","-1","412","4","2018-01-10 16:12:11","13192"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","community","1","possible","-1","597","5","2018-01-10 16:12:13","13193"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","mountain","0","possible","-1","423","6","2018-01-10 16:12:14","13194"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","traffic","1","possible","-1","449","7","2018-01-10 16:12:16","13195"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","fortune","0","possible","-1","319","8","2018-01-10 16:12:17","13196"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","elephant","0","possible","-1","411","9","2018-01-10 16:12:18","13197"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","basket","0","possible","-1","329","10","2018-01-10 16:12:20","13198"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","bookshelf","0","possible","-1","304","11","2018-01-10 16:12:21","13199"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","doorway","0","possible","-1","326","12","2018-01-10 16:12:22","13200"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","umbrella","0","possible","-1","484","13","2018-01-10 16:12:24","13201"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","wedding","0","possible","-1","431","14","2018-01-10 16:12:25","13202"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","keyboard","1","possible","-1","581","15","2018-01-10 16:12:27","13203"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","whisper","0","possible","-1","517","16","2018-01-10 16:12:28","13204"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","sunlight","0","possible","-1","395","17","2018-01-10 16:12:30","13205"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","military","0","possible","-1","386","18","2018-01-10 16:12:31","13206"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","structure","0","possible","-1","316","19","2018-01-10 16:12:32","13207"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","football","1","possible","-1","497","20","2018-01-10 16:12:34","13208"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","doorway","0","could","-1","430","0","2018-01-10 16:12:35","13209"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","community","1","could","-1","572","1","2018-01-10 16:12:37","13210"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","wedding","1","could","-1","721","2","2018-01-10 16:12:39","13211"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","chocolate","0","could","-1","403","3","2018-01-10 16:12:40","13212"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","helicopter","0","could","-1","423","4","2018-01-10 16:12:42","13213"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","mountain","0","could","-1","611","5","2018-01-10 16:12:43","13214"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","fortune","0","could","-1","286","6","2018-01-10 16:12:44","13215"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","football","0","could","-1","593","7","2018-01-10 16:12:46","13216"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","sunlight","0","could","-1","499","8","2018-01-10 16:12:48","13217"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","military","-1","could","-1","-1","9","2018-01-10 16:12:50","13218"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","whisper","0","could","-1","608","10","2018-01-10 16:12:51","13219"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","bookshelf","-1","could","-1","-1","11","2018-01-10 16:12:53","13220"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","traffic","0","could","-1","495","12","2018-01-10 16:12:55","13221"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","ladder","0","could","-1","489","13","2018-01-10 16:12:56","13222"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","stomach","1","could","-1","532","14","2018-01-10 16:12:58","13223"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","keyboard","1","could","-1","840","15","2018-01-10 16:13:00","13224"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","machine","1","could","-1","628","16","2018-01-10 16:13:01","13225"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","basket","0","could","-1","407","17","2018-01-10 16:13:03","13226"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","umbrella","0","could","-1","422","18","2018-01-10 16:13:04","13227"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","elephant","0","could","-1","572","19","2018-01-10 16:13:06","13228"
"A29RCGY1GBMU18","cs_wg_v9_pilot2","3TAYZSBPLL9EUIW3AZ6FC6PV6O7S2A","pressure","0","structure","0","could","-1","300","20","2018-01-10 16:13:07","13229"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","should","1","10683","0","2018-01-10 16:16:35","13230"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","should","1","6536","1","2018-01-10 16:16:42","13231"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone burns 20 dollar bills with a match.","0","should","1","2295","2","2018-01-10 16:16:46","13232"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","should","1","9771","3","2018-01-10 16:16:57","13233"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","should","1","4145","4","2018-01-10 16:17:02","13234"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","1","should","1","2964","5","2018-01-10 16:17:06","13235"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","should","1","2109","6","2018-01-10 16:17:09","13236"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","should","1","2619","7","2018-01-10 16:17:12","13237"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","ought","1","1627","0","2018-01-10 16:17:15","13238"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","ought","1","4359","1","2018-01-10 16:17:20","13239"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","ought","1","2219","2","2018-01-10 16:17:24","13240"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","ought","1","1571","3","2018-01-10 16:17:26","13241"
"A2S70WW1VAPKK8","cs_wg_v9_pilot2","3NGI5ARFTT6AS5YFZE27CIAFRYN1PN","pressure","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","ought","1","1916","4","2018-01-10 16:17:29","13242"
